key,sr_refnum,has_title,has_author,source,title_confidence,author_confidence,needs_human_review,problem_reason
Malgaroli2023_ref0107,107,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0108,108,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0109,109,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0110,110,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0111,111,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0112,112,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0113,113,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0114,114,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0115,115,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0116,116,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0117,117,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0118,118,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0119,119,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0120,120,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0121,121,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0122,122,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0123,123,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0124,124,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0125,125,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0126,126,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0127,127,true,true,crossref,0.90,0.85,false,from_after_authors
Malgaroli2023_ref0128,128,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0129,129,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0130,130,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0131,131,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0132,132,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0133,133,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0134,134,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0135,135,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0136,136,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0137,137,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0138,138,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0139,139,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0140,140,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0141,141,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0142,142,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0143,143,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0144,144,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0145,145,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0146,146,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0147,147,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0148,148,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0149,149,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0150,150,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0151,151,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0152,152,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0153,153,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0154,154,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0155,155,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0156,156,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0157,157,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0158,158,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0159,159,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0160,160,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0161,161,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0162,162,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0163,163,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0164,164,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0165,165,true,true,local,0.60,0.55,false,from_first_segment
Malgaroli2023_ref0166,166,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0167,167,true,true,local,0.75,0.55,false,from_after_authors
Malgaroli2023_ref0168,168,true,true,crossref,0.60,0.85,false,from_first_segment
