bibkey,title,match_confidence,score,method
Khakzad_Shahandashti2024-bb,Assessing the impact of {GPT-4} turbo in generating defeaters for assurance cases,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Klievtsova2024-ep,Utilizing process models in the requirements engineering process through {Model2Text} transformation,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Kolthoff2024-dt,Interlinking user stories and {GUI} prototyping: A semi-automatic {LLM-based} approach,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Krishna2024-ck,Using {LLMs} in software requirements specifications: An empirical evaluation,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Li2024-dl,Mutation-based consistency testing for evaluating the code understanding capability of {LLMs,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Li2024-zw,SimAC}: simulating agile collaboration to generate acceptance criteria in user story elaboration,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Lian2024-tk,ReqCompletion}: Domain-enhanced automatic completion for software requirements,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Liao2024-my,"A3-CodGen}: A repository-level code generation framework for code reuse with local-aware, global-aware, and third-party-library-aware",,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Lubos2024-pw,Leveraging {LLMs} for the quality assurance of software requirements,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Lutze2024-ao,Generating specifications from requirements documents for smart devices using large language models ({LLMs}),,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Marczak-Czajka2023-en,Using {ChatGPT} to generate human-value user stories as inspirational triggers,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Marczak-Czajka2023-ew,Using {ChatGPT} to generate human-value user stories as inspirational triggers,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Mu2024-jl,ClarifyGPT}: A framework for enhancing {LLM-based} code generation via requirements clarification,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Nikolaidis2024-ti,A comparison of the effectiveness of {ChatGPT} and co-pilot for generating quality python code solutions,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Norheim2024-xn,Structuring natural language requirements with large language models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
North2024-td,Code gradients: Towards automated traceability of {LLM-generated} code,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Nouri2024-jr,Engineering safety requirements for autonomous driving with large language models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Preda2024-xv,Supporting {High-Level} to low-level requirements coverage reviewing with large language models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Rejithkumar2024-sv,Probing with precision: Probing question generation for architectural information elicitation,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Rejithkumar2024-zt,Towards understanding contracts grammar: A large language model-based extractive question-answering approach,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Ren2024-aj,Harnessing {LLM} conversations for goal model generation from user reviews,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Rodriguez2023-wt,Prompts matter: Insights and strategies for prompt engineering in automated software traceability,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Ronanki2023-sl,Investigating {ChatGPT's} potential to assist in requirements elicitation processes,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Ruan2023-pi,Requirements modeling aided by {ChatGPT}: An experience in embedded systems,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Schafer2024-nf,An empirical evaluation of using large language models for automated unit test generation,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Shahandashti2024-oo,Using {GPT-4} turbo to automatically identify defeaters in assurance cases,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Silva2024-ap,Detecting Code Smells using {ChatGPT}: Initial Insights,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Singhal2024-wz,Generating Clarification Questions for Disambiguating Contracts,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Sivakumar2024-jb,Prompting {GPT} --4 to support automatic safety case generation,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Soares2023-xj,Manual tests do smell! Cataloging and identifying natural language test smells,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Tikayat_Ray2023-wm,Agile methodology for the standardization of engineering requirements using Large Language Models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Treude2023-er,She elicits requirements and he tests: Software engineering gender bias in large language models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Uygun2024-ug,Local large language models to simplify requirement engineering documents in the automotive industry,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Veizaga2024-im,Automated smell detection and recommendation in natural language requirements,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Wei2023-ig,Zero-shot bilingual app reviews mining with large language models,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Wei2024-nc,Requirements are all you need: From requirements to code with {LLMs,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Xie2023-wv,Augmenting the problem frames approach with explicit data descriptions using {ChatGPT,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Yaacov2024-xu,Boosting {LLM-based} software generation by aligning code with requirements,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Yang2023-ru,Beyond testers' biases: Guiding model testing with knowledge bases using {LLMs,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Yang2024-ub,Human-centric autonomous systems with {LLMs} for user command reasoning,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Zhang2023-ml,PersonaGen}: A tool for generating personas from user feedback,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
Zhang2023-xc,Empirical evaluation of {ChatGPT} on requirements information retrieval under zero-shot setting,,,"Results.tex longtable union (>=50 citations): [('Classification of LLM Applications in Requirements Engineering', 71), ('Common papers using the same input and output artifacts.', 56), ('LLM utilized', 73)]"
