bibkey,title,match_confidence,score,method
liao2024baton,Baton: Aligning text-to-audio model with human preference feedback,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
liu2021reinforcement,Reinforcement learning for emotional text-to-speech synthesis with improved emotion discriminability,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
lopes2017modelling,Modelling affect for horror soundscapes,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
lotfian2016practical,Practical considerations on the use of preference learning for ranking emotional speech,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
lotfian2016retrieving,Retrieving Categorical Emotions Using a Probabilistic Framework to Define Preference Learning Samples.,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
luo2025openomni,Openomni: Large language models pivot zero-shot omnimodal alignment across language with real-time self-aware emotional speech synthesis,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
nagpal2025speech,Speech recognition with LLMs adapted to disordered speech using reinforcement learning,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
naini2023preference,Preference learning labels by anchoring on consecutive annotations,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
naini2023unsupervised,Unsupervised domain adaptation for preference learning based speech emotion recognition,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
parthasarathy2016using,Using agreement on direction of change to build rank-based emotion classifiers,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
parthasarathy2017ranking,Ranking emotional attributes with deep neural networks,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
parthasarathy2018preference,Preference-learning with qualitative agreement for sentence level emotional annotations,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
wu2023interval,From Interval to Ordinal: A HMM based Approach for Emotion Label Conversion,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
wu2025adaptive,Adaptive accompaniment with ReaLchords,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
yang2010ranking,Ranking-based emotion recognition for music organization and retrieval,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
zhang2024speechalign,Speechalign: Aligning speech generation to human preferences,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
zhou2021interactive,Interactive exploration-exploitation balancing for generative melody composition,,,"manuscript.tex union of table blocks with >=29 cites: [('Distribution of Selected Works by Venue, indicating representative years', 30), ('Task Distribution in Identified Works', 30), ('Preference Dataset Segmentation', 30), ('Evaluation Strategies', 29), ('Granular Representation of Evaluation Strategies', 29)]..."
