baseline_family,run_scope,stage_model,run_id,model,reasoning_effort,paper_id,batch_status,candidate_total,cutoff_pass_count,cutoff_excluded_count,stage2_selected_count,reviewed_count,missing_count,stage1_precision,stage1_recall,stage1_f1,current_stage1_baseline_f1,delta_vs_current_stage1,combined_precision,combined_recall,combined_f1,current_combined_baseline_f1,delta_vs_current_combined,stage1_results_path,stage1_metrics_path,combined_results_path,combined_metrics_path,report_path,run_manifest_path
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54mini_low_2stagedirect_2409_2511,gpt-5.4-mini,low,2409.13738,completed,84,69,15,23,69,0,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.7499999999999999,0.022727272727272818,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7499999999999999,0.059523809523809645,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54mini_low_2stagedirect_2409_2511,gpt-5.4-mini,low,2511.13936,completed,88,77,11,22,77,0,0.9545454545454546,0.7,0.8076923076923077,0.8787878787878789,-0.07109557109557119,0.9545454545454546,0.7,0.8076923076923077,0.90625,-0.09855769230769229,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511,gpt-5.4-mini,xhigh,2409.13738,completed,84,69,15,23,69,0,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.7499999999999999,0.022727272727272818,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7499999999999999,0.059523809523809645,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511,gpt-5.4-mini,xhigh,2511.13936,completed,88,77,11,27,77,0,0.9629629629629629,0.8666666666666667,0.912280701754386,0.8787878787878789,0.03349282296650713,0.9629629629629629,0.8666666666666667,0.912280701754386,0.90625,0.006030701754386025,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54mini_xhigh_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260409_full_gpt5_xhigh_2stagedirect_2409_2511,gpt-5,xhigh,2409.13738,skipped_no_requests,84,69,15,0,0,0,0.30434782608695654,1.0,0.4666666666666667,0.7499999999999999,-0.2833333333333332,0.30434782608695654,1.0,0.4666666666666667,0.7499999999999999,-0.2833333333333332,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260409_full_gpt5_xhigh_2stagedirect_2409_2511,gpt-5,xhigh,2511.13936,skipped_no_requests,88,77,11,0,0,0,0.38961038961038963,1.0,0.5607476635514019,0.8787878787878789,-0.31804021523647696,0.38961038961038963,1.0,0.5607476635514019,0.90625,-0.34550233644859807,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_full_gpt5_xhigh_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260409_probe_2409_gpt54_xhigh_stage1,gpt-5.4,xhigh,2409.13738,completed,84,69,15,0,39,0,0.6333333333333333,0.9047619047619048,0.7450980392156863,0.7499999999999999,-0.004901960784313597,0.6333333333333333,0.9047619047619048,0.7450980392156863,0.7499999999999999,-0.004901960784313597,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260409_probe_2409_gpt54_xhigh_stage1/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated,gpt-5.4,xhigh,2409.13738,consolidated_success,84,69,15,26,69,0,0.7307692307692307,0.9047619047619048,0.8085106382978723,0.7499999999999999,0.0585106382978724,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.7499999999999999,0.059523809523809645,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260410_full_gpt54_xhigh_2stagedirect_2409_consolidated/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260323_141952Z,gpt-4.1-mini,未顯式設定,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.5675675675675675,1.0,0.7241379310344828,0.7499999999999999,-0.025862068965517127,,,screening/results/single_reviewer_official_batch_gpt41mini_all4_2026-03-23/runs/20260323_141952Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt41mini_all4_2026-03-23/runs/20260323_141952Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt41mini_all4_2026-03-23/runs/20260323_141952Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt41mini_all4_2026-03-23/runs/20260323_141952Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260323_140451Z,gpt-4.1-nano,未顯式設定,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.3333333333333333,1.0,0.5,0.7499999999999999,-0.2499999999999999,,,screening/results/single_reviewer_official_batch_gpt41nano_all4_2026-03-23/runs/20260323_140451Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt41nano_all4_2026-03-23/runs/20260323_140451Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt41nano_all4_2026-03-23/runs/20260323_140451Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt41nano_all4_2026-03-23/runs/20260323_140451Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260322_120414Z,gpt-5.4,low,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.8181818181818182,0.8571428571428571,0.8372093023255814,0.7499999999999999,0.08720930232558155,,,screening/results/single_reviewer_official_batch_gpt54_all4_2026-03-22/runs/20260322_120414Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt54_all4_2026-03-22/runs/20260322_120414Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54_all4_2026-03-22/runs/20260322_120414Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54_all4_2026-03-22/runs/20260322_120414Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260322_080853Z,gpt-5.4-mini,low,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.85,0.8095238095238095,0.8292682926829269,0.7499999999999999,0.07926829268292701,,,screening/results/single_reviewer_official_batch_gpt54mini_all4_2026-03-22/runs/20260322_080853Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt54mini_all4_2026-03-22/runs/20260322_080853Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54mini_all4_2026-03-22/runs/20260322_080853Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54mini_all4_2026-03-22/runs/20260322_080853Z/run_manifest.json
historical_direct_review,partial,one_stage_fulltext,20260321_171053Z,gpt-5.4-nano,未顯式設定,2409.13738,completed,2,,,,,,,,,0.7499999999999999,,0.0,0.0,0.0,0.7499999999999999,-0.7499999999999999,,,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171053Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171053Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171053Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171053Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260321_171754Z,gpt-5.4-nano,未顯式設定,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.6,1.0,0.7499999999999999,0.7499999999999999,0.0,,,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171754Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171754Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171754Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260321_171754Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260322_053646Z,gpt-5.4-nano,low,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.7241379310344828,1.0,0.8400000000000001,0.7499999999999999,0.09000000000000019,,,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260322_053646Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260322_053646Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260322_053646Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt54nano_all4_2026-03-21/runs/20260322_053646Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260322_094235Z,gpt-5,low,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.8947368421052632,0.8095238095238095,0.8500000000000001,0.7499999999999999,0.1000000000000002,,,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260322_094235Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260322_094235Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260322_094235Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260322_094235Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260326_gpt5_low_2511_sep,gpt-5,low,2511.13936,completed,88,,,,,,,,,0.8787878787878789,,0.9,0.9,0.9,0.90625,-0.006249999999999978,,,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2511_sep/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2511_sep/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2511_sep/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2511_sep/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260326_gpt5_low_2601_sep,gpt-5,low,2601.19926,completed,360,,,,,,,,,0.9792284866468842,,0.9823321554770318,0.8273809523809523,0.8982229402261711,0.9731343283582089,-0.07491138813203779,,,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2601_sep/papers/2601.19926/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2601_sep/papers/2601.19926/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2601_sep/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5_all4_2026-03-22/runs/20260326_gpt5_low_2601_sep/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260321_180142Z,gpt-5-mini,未顯式設定,2307.05527,completed,222,,,,,,,,,0.9620991253644315,,0.9675324675324676,0.8713450292397661,0.9169230769230768,0.9620991253644315,-0.0451760484413547,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2307.05527/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2307.05527/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260321_180142Z,gpt-5-mini,未顯式設定,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.8181818181818182,0.8571428571428571,0.8372093023255814,0.7499999999999999,0.08720930232558155,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260321_180142Z,gpt-5-mini,未顯式設定,2511.13936,completed,88,,,,,,,,,0.8787878787878789,,0.9047619047619048,0.6333333333333333,0.7450980392156863,0.90625,-0.1611519607843137,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260321_180142Z,gpt-5-mini,未顯式設定,2601.19926,completed,360,,,,,,,,,0.9792284866468842,,0.9813084112149533,0.9375,0.958904109589041,0.9731343283582089,-0.014230218769167857,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2601.19926/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/papers/2601.19926/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260321_180142Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260322_042952Z,gpt-5-mini,low,2409.13738,completed,84,,,,,,,,,0.7499999999999999,,0.7692307692307693,0.9523809523809523,0.8510638297872339,0.7499999999999999,0.10106382978723405,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260322_042952Z/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260322_042952Z/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260322_042952Z/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260322_042952Z/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260325_gpt5mini_low_2307_sep,gpt-5-mini,low,2307.05527,completed,222,,,,,,,,,0.9620991253644315,,0.9735099337748344,0.8596491228070176,0.9130434782608696,0.9620991253644315,-0.04905564710356192,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2307_sep/papers/2307.05527/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2307_sep/papers/2307.05527/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2307_sep/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2307_sep/run_manifest.json
historical_direct_review,full,one_stage_fulltext,20260325_gpt5mini_low_2601_sep,gpt-5-mini,low,2601.19926,completed,360,,,,,,,,,0.9792284866468842,,0.98125,0.9345238095238095,0.9573170731707317,0.9731343283582089,-0.01581725518747723,,,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2601_sep/papers/2601.19926/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2601_sep/papers/2601.19926/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2601_sep/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_gpt5mini_all4_2026-03-22/runs/20260325_gpt5mini_low_2601_sep/run_manifest.json
