baseline_family,run_scope,stage_model,run_id,model,reasoning_effort,paper_id,batch_status,candidate_total,cutoff_pass_count,cutoff_excluded_count,stage2_selected_count,reviewed_count,missing_count,stage1_precision,stage1_recall,stage1_f1,current_stage1_baseline_f1,delta_vs_current_stage1,combined_precision,combined_recall,combined_f1,current_combined_baseline_f1,delta_vs_current_combined,stage1_results_path,stage1_metrics_path,combined_results_path,combined_metrics_path,report_path,run_manifest_path
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5_low_2stagedirect_2409_2511,gpt-5,low,2409.13738,completed,84,69,15,26,68,0,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.7499999999999999,0.08333333333333348,0.7916666666666666,0.9047619047619048,0.8444444444444444,0.7499999999999999,0.09444444444444455,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5_low_2stagedirect_2409_2511,gpt-5,low,2511.13936,completed,88,77,11,26,77,0,0.9615384615384616,0.8333333333333334,0.8928571428571429,0.8787878787878789,0.01406926406926401,0.96,0.8,0.8727272727272728,0.90625,-0.033522727272727204,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5_low_2stagedirect_rerun_2409_2511,gpt-5,low,2409.13738,completed,84,69,15,28,69,0,0.75,1.0,0.8571428571428571,0.7499999999999999,0.1071428571428572,0.8333333333333334,0.9523809523809523,0.888888888888889,0.7499999999999999,0.13888888888888906,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5_low_2stagedirect_rerun_2409_2511,gpt-5,low,2511.13936,completed,88,77,11,26,77,0,0.9615384615384616,0.8333333333333334,0.8928571428571429,0.8787878787878789,0.01406926406926401,0.96,0.8,0.8727272727272728,0.90625,-0.033522727272727204,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5_low_2stagedirect_rerun_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5mini_low_2stagedirect_2409_2511,gpt-5-mini,low,2409.13738,completed,84,69,15,32,69,0,0.65625,1.0,0.7924528301886793,0.7499999999999999,0.0424528301886794,0.7777777777777778,1.0,0.8750000000000001,0.7499999999999999,0.12500000000000022,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260406_full_gpt5mini_low_2stagedirect_2409_2511,gpt-5-mini,low,2511.13936,completed,88,77,11,29,77,0,0.8620689655172413,0.8333333333333334,0.847457627118644,0.8787878787878789,-0.031330251669234865,0.8928571428571429,0.8333333333333334,0.8620689655172413,0.90625,-0.044181034482758674,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_full_gpt5mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,partial,two_stage_direct_review,20260406_smoke_gpt5mini_low_2stagedirect_2409_2511,gpt-5-mini,low,2409.13738,completed,3,3,0,1,3,0,1.0,1.0,1.0,0.7499999999999999,0.2500000000000001,1.0,1.0,1.0,0.7499999999999999,0.2500000000000001,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,partial,two_stage_direct_review,20260406_smoke_gpt5mini_low_2stagedirect_2409_2511,gpt-5-mini,low,2511.13936,completed,4,4,0,2,4,0,0.5,1.0,0.6666666666666666,0.8787878787878789,-0.21212121212121227,0.5,1.0,0.6666666666666666,0.90625,-0.23958333333333337,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260406_smoke_gpt5mini_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54_low_2stagedirect_2409_2511,gpt-5.4,low,2409.13738,completed,84,69,15,22,68,0,0.7391304347826086,0.8095238095238095,0.7727272727272727,0.7499999999999999,0.022727272727272818,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.7499999999999999,0.019230769230769273,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2409.13738/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2409.13738/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2409.13738/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/run_manifest.json
current_two_stage_direct_review,full,two_stage_direct_review,20260408_full_gpt54_low_2stagedirect_2409_2511,gpt-5.4,low,2511.13936,completed,88,77,11,28,71,0,0.7941176470588235,0.9,0.84375,0.8787878787878789,-0.035037878787878896,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,-0.07291666666666663,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2511.13936/stage1_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2511.13936/stage1_f1.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_results.json,screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/papers/2511.13936/single_reviewer_batch_f1.json,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/REPORT_zh.md,/Users/xjp/Desktop/NLP_PRISMA_Reviews/screening/results/single_reviewer_official_batch_2stage_direct_review_2409_2511_2026-04-06/runs/20260408_full_gpt54_low_2stagedirect_2409_2511/run_manifest.json
